2	1	5.565434	-18.19807	-39.69457	5.544566	-16.56894	-39.66097	2
3	1	5.566506	-18.19807	-39.67861	5.543657	-16.56893	-39.64474	2
3	2	5.556293	-18.19807	-39.83087	5.612463	-16.37055	-39.88521	2
4	1	5.572958	-18.19807	-39.5826	5.531001	-16.60717	-39.54395	2
4	2	5.549672	-18.19807	-39.9383	5.603767	-16.38083	-40.00541	2
4	3	5.580674	-18.19807	-39.46771	5.6171	-16.86432	-39.41697	2
5	1	5.581515	-18.19807	-39.45521	5.537665	-16.62483	-39.39039	2
5	2	5.585521	-18.19807	-40.06898	5.65189	-16.36956	-40.1506	2
5	3	5.58823	-18.19807	-39.34679	5.626178	-16.8493	-39.29499	2
5	4	5.53139	-18.19807	-40.02144	5.550377	-16.78139	-40.05906	2
6	1	5.589605	-18.19807	-39.33459	5.544442	-16.63004	-39.26767	2
6	2	5.645683	-18.19807	-40.2176	5.70904	-16.36623	-40.31079	2
6	3	5.591912	-18.19807	-39.25046	5.611908	-16.832	-39.20778	2
6	4	5.501024	-18.19807	-40.08372	5.515362	-16.78092	-40.12516	2
6	5	5.564019	-18.19807	-39.67404	5.541532	-16.65905	-39.64923	2
7	1	5.597739	-18.19807	-39.23543	5.556202	-16.61624	-39.17268	2
7	2	5.719056	-18.19807	-40.36048	5.777501	-16.37313	-40.4445	2
7	3	5.5814	-18.19807	-39.18347	5.566844	-16.81898	-39.14886	2
7	4	5.462175	-18.19807	-40.12979	5.468731	-16.78146	-40.17485	2
7	5	5.563647	-18.19807	-39.66388	5.543662	-16.65911	-39.63498	2
8	1	5.618834	-18.19807	-39.16575	5.598408	-16.58885	-39.10404	2
8	2	5.795486	-18.19807	-40.48414	5.841881	-16.37654	-40.55069	2
8	3	5.536942	-18.19807	-39.12271	5.502671	-16.81638	-39.10305	2
8	4	5.421839	-18.19807	-40.1615	5.420471	-16.78103	-40.20818	2
8	5	5.564785	-18.19807	-39.64884	5.546186	-16.65918	-39.6172	2
9	1	5.671311	-18.19807	-39.10557	5.684016	-16.58117	-39.04848	2
9	2	5.866489	-18.19807	-40.5831	5.890642	-16.37275	-40.63149	2
9	3	5.466218	-18.19807	-39.05716	5.426647	-16.81971	-39.04778	2
9	4	5.38182	-18.19807	-40.17912	5.36934	-16.77974	-40.22565	2
9	5	5.568038	-18.19807	-39.6305	5.550892	-16.65921	-39.59648	2
10	1	5.745656	-18.19807	-39.04291	5.774306	-16.58706	-39.00089	2
10	2	5.931183	-18.19807	-40.65886	5.933423	-16.38485	-40.71012	2
10	3	5.382771	-18.19807	-38.9851	5.335702	-16.83117	-38.98234	2
10	4	5.342458	-18.19807	-40.18581	5.325089	-16.76322	-40.22303	2
10	5	5.574022	-18.19807	-39.61028	5.558939	-16.65915	-39.57413	2
11	1	5.828222	-18.19807	-38.97509	5.86231	-16.60566	-38.94213	2
11	2	5.988998	-18.19807	-40.71262	6.002746	-16.37078	-40.7633	2
11	3	5.300181	-18.19807	-38.90806	5.246376	-16.84407	-38.90953	2
11	4	5.302989	-18.19807	-40.18404	5.279007	-16.76319	-40.218	2
