2	1	10.42631	0.05315495	22.36353	10.40589	1.342185	22.32897	0
3	1	10.40488	0.05315495	22.36112	10.38465	1.342161	22.32772	0
3	2	-12.90246	0.05315495	19.51402	-12.85767	1.549854	19.50366	0
4	1	10.37482	0.05315495	22.35773	10.35478	1.342127	22.32593	0
4	2	-12.89004	0.05315495	19.48644	-12.84687	1.549817	19.47581	0
4	3	5.116549	0.05315495	-21.55337	5.090506	1.418323	-21.48171	2
5	1	10.33728	0.05315495	22.3535	10.31736	1.342098	22.32372	0
5	2	-12.89999	0.05315495	19.43414	-12.91283	1.523686	19.40072	0
5	3	5.002522	0.05315495	-21.3853	4.957606	1.48007	-21.38334	2
5	4	5.246221	0.05315495	-21.74443	5.220585	1.405615	-21.72766	2
6	1	10.29327	0.05315495	22.34854	10.26311	1.326321	22.3469	0
6	2	-12.92932	0.05315495	19.36038	-12.96932	1.517389	19.33045	0
6	3	4.956066	0.05315495	-21.31675	4.957145	1.433589	-21.27329	2
6	4	5.21321	0.05315495	-21.69344	5.190464	1.403762	-21.67641	2
7	1	10.24364	0.05315495	22.34295	10.21097	1.327319	22.34587	0
7	2	-12.9754	0.05315495	19.26802	-13.01118	1.518263	19.23184	0
7	3	4.888271	0.05315495	-21.21672	4.886054	1.435583	-21.15086	2
7	4	5.179924	0.05315495	-21.64	5.159687	1.40147	-21.62122	2
8	1	10.18915	0.05315495	22.33681	10.1546	1.328617	22.34221	0
8	2	-13.03595	0.05315495	19.1595	-13.05119	1.519572	19.10342	0
8	3	4.809017	0.05315495	-21.09974	4.777074	1.436616	-21.03936	2
8	4	5.145813	0.05315495	-21.58357	5.129539	1.397215	-21.56071	2
9	1	10.13044	0.05315495	22.33019	10.09686	1.329202	22.33085	0
9	2	-13.10899	0.05315495	19.03691	-13.12841	1.514262	18.97501	0
9	3	4.721156	0.05315495	-20.96997	4.674404	1.436757	-20.91476	2
9	4	5.110297	0.05315495	-21.52354	5.101922	1.389903	-21.49343	2
10	1	10.06807	0.05315495	22.32316	10.03669	1.330088	22.31027	0
10	2	-13.1408	0.05315495	18.90413	-13.12586	1.512708	18.84334	0
10	3	4.627064	0.05315495	-20.83089	4.575527	1.436568	-20.77587	2
10	4	5.072811	0.05315495	-21.45933	5.071158	1.385752	-21.42293	2
11	1	10.00254	0.05315495	22.31578	9.972279	1.332665	22.29789	0
11	2	-13.13684	0.05315495	18.76256	-13.09711	1.501095	18.70197	0
11	3	4.528703	0.05315495	-20.68534	4.466973	1.434977	-20.63486	2
11	4	5.032834	0.05315495	-21.39039	5.034499	1.388435	-21.3488	2
12	1	9.934262	0.05315495	22.30808	9.904561	1.333958	22.28894	0
