2	1	4.067615	0.05315495	-10.06586	4.047667	1.493219	-10.03696	-0.412933	0.6791833	2
3	1	4.068992	0.05315495	-10.00373	4.039183	1.479414	-9.971224	-0.4090191	0.679332	2
3	2	4.065517	0.05315495	-10.16048	4.109983	1.727073	-10.19853	-0.4188924	0.678957	2
4	1	4.071087	0.05315495	-9.909193	4.031282	1.457207	-9.876314	-0.4030616	0.6795582	2
4	2	4.064281	0.05315495	-10.2163	4.112981	1.722014	-10.25718	-0.4224071	0.6788235	2
4	3	-0.1723035	0.05315495	28.06327	-0.1971836	1.467359	28.04201	1.672529	0.3322855	3
5	1	4.073521	0.05315495	-9.799413	4.028595	1.442314	-9.752895	-0.3961415	0.6798211	2
5	2	4.06322	0.05315495	-10.26419	4.111195	1.725333	-10.30438	-0.425422	0.6787091	2
5	3	-0.2578999	0.05315495	27.99449	-0.2896828	1.457537	27.97984	1.663479	0.3270026	3
5	4	0.104489	0.05315495	28.28569	0.1349977	1.549102	28.30491	1.702405	0.3497274	3
6	1	4.075976	0.05315495	-9.688653	4.03172	1.439689	-9.636162	-0.3891572	0.6800864	2
6	2	4.0626	0.05315495	-10.29217	4.105296	1.749832	-10.31964	-0.4271829	0.6786423	2
6	3	-0.3442596	0.05315495	27.92509	-0.3933184	1.444329	27.92374	1.654438	0.3217247	3
6	4	0.1262987	0.05315495	28.30322	0.1305759	1.57023	28.34006	1.7048	0.3511255	3
6	5	-15.21717	0.05315495	16.05348	-15.16255	1.776695	15.97288	0.8147114	-0.1697301	0
6	1	4.075976	0.05315495	-9.688653	4.03172	1.439689	-9.636162	0.3213989	0.8519576	2
6	2	4.0626	0.05315495	-10.29217	4.105296	1.749832	-10.31964	0.3094298	0.8514857	2
6	3	-0.3442596	0.05315495	27.92509	-0.3933184	1.444329	27.92374	1.06737	0.6960094	3
6	4	0.1262987	0.05315495	28.30322	0.1305759	1.57023	28.34006	1.074869	0.712611	3
6	5	-15.21717	0.05315495	16.05348	-15.16255	1.776695	15.97288	0.8319274	0.1712854	0
7	1	4.078215	0.05315495	-9.587653	4.041226	1.454972	-9.531976	-0.3827861	0.6803284	2
7	2	4.062372	0.05315495	-10.30248	4.105754	1.749907	-10.32912	-0.4278324	0.6786177	2
7	3	-0.4230101	0.05315495	27.86181	-0.476143	1.44992	27.86727	1.646271	0.3169563	3
7	4	0.1343436	0.05315495	28.30969	0.1402394	1.570169	28.34367	1.705685	0.3516421	3
7	5	-15.06654	0.05315495	15.95523	-14.99022	1.780541	15.86211	0.8135781	-0.1670134	0
7	1	4.078215	0.05315495	-9.587653	4.041226	1.454972	-9.531976	0.323402	0.8520366	2
7	2	4.062372	0.05315495	-10.30248	4.105754	1.749907	-10.32912	0.3092251	0.8514776	2
7	3	-0.4230101	0.05315495	27.86181	-0.476143	1.44992	27.86727	1.066115	0.693231	3
7	4	0.1343436	0.05315495	28.30969	0.1402394	1.570169	28.34367	1.074997	0.7128948	3
7	5	-15.06654	0.05315495	15.95523	-14.99022	1.780541	15.86211	0.8299787	0.1765996	0
8	1	4.080248	0.05315495	-9.495945	4.05576	1.475989	-9.446593	-0.3769991	0.6805482	2
8	2	4.062487	0.05315495	-10.29732	4.018716	1.74996	-10.27124	-0.4275073	0.67863	2
8	3	-0.4945169	0.05315495	27.80435	-0.5471847	1.470156	27.80177	1.638917	0.312663	3
8	4	0.1303159	0.05315495	28.30645	0.1228651	1.570074	28.27552	1.705242	0.3513834	3
8	5	-14.90086	0.05315495	15.84805	-14.7969	1.769246	15.77751	0.812343	-0.1639957	0
8	1	4.080248	0.05315495	-9.495945	4.05576	1.475989	-9.446593	0.3252208	0.8521084	2
8	2	4.062487	0.05315495	-10.29732	4.018716	1.74996	-10.27124	0.3093276	0.8514817	2
8	3	-0.4945169	0.05315495	27.80435	-0.5471847	1.470156	27.80177	1.064975	0.6907083	3
8	4	0.1303159	0.05315495	28.30645	0.1228651	1.570074	28.27552	1.074933	0.7127527	3
8	5	-14.90086	0.05315495	15.84805	-14.7969	1.769246	15.77751	0.8278531	0.182445	0
9	1	4.082091	0.05315495	-9.412824	4.063961	1.483753	-9.368466	-0.3717526	0.6807475	2
9	2	4.062907	0.05315495	-10.27838	4.019048	1.749954	-10.25257	-0.4263155	0.6786754	2
9	3	-0.5593281	0.05315495	27.75227	-0.6027474	1.481578	27.73905	1.632302	0.3088014	3
9	4	0.1155511	0.05315495	28.29459	0.1067702	1.570007	28.26681	1.703619	0.3504361	3
9	5	-14.72217	0.05315495	15.73305	-14.69472	1.858319	15.73138	0.8110126	-0.1607063	0
9	1	4.082091	0.05315495	-9.412824	4.063961	1.483753	-9.368466	0.3268692	0.8521733	2
9	2	4.062907	0.05315495	-10.27838	4.019048	1.749954	-10.25257	0.3097031	0.8514965	2
9	3	-0.5593281	0.05315495	27.75227	-0.6027474	1.481578	27.73905	1.063942	0.6884217	3
9	4	0.1155511	0.05315495	28.29459	0.1067702	1.570007	28.26681	1.074698	0.7122318	3
9	5	-14.72217	0.05315495	15.73305	-14.69472	1.858319	15.73138	0.8255724	0.1887493	0
10	1	4.083763	0.05315495	-9.337428	4.06924	1.482287	-9.298094	-0.3669924	0.6809283	2
10	2	4.063608	0.05315495	-10.24676	4.019895	1.749928	-10.22097	-0.4243248	0.678751	2
10	3	-0.6181153	0.05315495	27.70503	-0.6427981	1.487739	27.67463	1.626344	0.3053228	3
10	4	0.09089401	0.05315495	28.27477	0.08121121	1.570074	28.2499	1.700916	0.3488576	3
10	5	-14.66284	0.05315495	15.69522	-14.61541	1.844968	15.68933	0.810577	-0.159606	0
11	1	4.085284	0.05315495	-9.268796	4.072267	1.479565	-9.232902	-0.3626581	0.681093	2
11	2	4.064564	0.05315495	-10.20365	4.018644	1.732435	-10.16121	-0.4216106	0.6788541	2
11	3	-0.6716284	0.05315495	27.66203	-0.6890227	1.493852	27.62742	1.620953	0.3021759	3
11	4	0.05727876	0.05315495	28.24776	0.0342255	1.560913	28.22218	1.697242	0.3467129	3
11	5	-14.5764	0.05315495	15.6402	-14.52452	1.832793	15.64057	0.8099422	-0.1579957	0
11	6	4.522777	0.05315495	18.83549	4.498867	1.539847	18.81122	1.485394	0.7300548	0
11	1	4.085284	0.05315495	-9.268796	4.072267	1.479565	-9.232902	0.3297257	0.852286	2
11	2	4.064564	0.05315495	-10.20365	4.018644	1.732435	-10.16121	0.3111853	0.851555	2
11	3	-0.6716284	0.05315495	27.66203	-0.6890227	1.493852	27.62742	1.062153	0.6844597	3
11	4	0.05727876	0.05315495	28.24776	0.0342255	1.560913	28.22218	1.073769	0.7101759	3
11	5	-14.5764	0.05315495	15.6402	-14.52452	1.832793	15.64057	0.8237311	0.1938919	0
11	6	4.522777	0.05315495	18.83549	4.498867	1.539847	18.81122	0.8871014	0.867721	0
12	1	4.086679	0.05315495	-9.205915	4.07445	1.476032	-9.172379	-0.3586862	0.6812439	2
