2	1	3.186641	0.5700002	-17.37817	3.149182	1.977718	-17.36108	2
3	1	3.185783	0.5700002	-17.36219	3.148734	1.977714	-17.34511	2
3	2	3.193979	0.5700002	-17.51458	3.194225	2.161824	-17.55051	2
4	1	3.180622	0.5700002	-17.2661	3.157931	1.963231	-17.22072	2
4	2	3.200131	0.5700002	-17.62204	3.187244	2.149514	-17.66123	2
4	3	3.174432	0.5700002	-17.15113	3.156939	2.167896	-17.08475	2
5	1	3.173776	0.5700002	-17.13862	3.161308	1.945689	-17.08291	2
5	2	3.250825	0.5700002	-17.75101	3.240078	2.134157	-17.82617	2
5	3	3.16733	0.5700002	-17.03023	3.143813	2.176944	-16.97669	2
5	4	3.192983	0.5700002	-17.70673	3.233249	1.933314	-17.75308	2
6	1	3.1673	0.5700002	-17.01797	3.162507	1.93558	-16.97192	2
6	2	3.326495	0.5700002	-17.8955	3.335978	2.139187	-17.99235	2
6	3	3.159107	0.5700002	-16.93431	3.119749	2.177927	-16.90047	2
6	4	3.171862	0.5700002	-17.7719	3.196385	1.948509	-17.82427	2
6	5	3.182959	0.5700002	-17.35837	3.139327	2.056329	-17.34606	2
7	1	3.163623	0.5700002	-16.9187	3.168559	1.934146	-16.89161	2
7	2	3.413806	0.5700002	-18.03272	3.446458	2.145738	-18.12205	2
7	3	3.138992	0.5700002	-16.86884	3.090645	2.183224	-16.84641	2
7	4	3.140919	0.5700002	-17.82173	3.148405	1.958975	-17.87531	2
7	5	3.181512	0.5700002	-17.34838	3.140291	2.056274	-17.32832	2
7	6	4.819917	0.5700002	15.26107	4.863562	2.250996	15.21986	3
8	1	3.177498	0.5700002	-16.84646	3.182153	1.944751	-16.81833	2
8	2	3.501602	0.5700002	-18.15027	3.556347	2.16075	-18.20534	2
8	3	3.085578	0.5700002	-16.81229	3.027422	2.171464	-16.81667	2
8	4	3.106859	0.5700002	-17.85745	3.103827	1.965966	-17.90532	2
8	5	3.181008	0.5700002	-17.33338	3.142053	2.056211	-17.30857	2
8	6	4.813194	0.5700002	15.16958	4.863213	2.243454	15.12378	3
8	7	4.871942	0.5700002	15.969	4.908259	2.178898	15.9417	3
9	1	3.223168	0.5700002	-16.77961	3.251637	1.933847	-16.76175	2
9	2	3.58123	0.5700002	-18.24347	3.632946	2.176689	-18.27221	2
9	3	3.006111	0.5700002	-16.75387	2.937116	2.147827	-16.76985	2
9	4	3.071341	0.5700002	-17.87902	3.071681	1.97394	-17.91927	2
9	5	3.182199	0.5700002	-17.31477	3.145991	2.056159	-17.28618	2
9	6	4.807101	0.5700002	15.08666	4.857429	2.244017	15.03614	3
9	7	4.870553	0.5700002	15.95011	4.906826	2.178891	15.92239	3
